game date,grade,round,team a,team a score,team a result,team b,team b score,team b result,bye,game status,venue,playing surface,time,game code,game alias,organisation,competition,competition type,season,game id
30/04/2022,Saturday U10 Boys Division 3,Round 1,Rebels U10 Boys Blue,10,DREW,Magic U10 Boys Gold,10,DREW,,FINAL,Coburg Senior High School,Court 1,09:15:00,18e7c4,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,18e7c402-5162-4b58-84b4-c4b445c86f5d
30/04/2022,Saturday U10 Boys Division 3,Round 1,Rebels U10 Boys Red,10,DREW,Magic U10 Boys Purple,10,DREW,,FINAL,Northcote High School,Court 1,08:30:00,38309f,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,38309f7e-8e12-4874-ae43-7b2e9f924ad9
30/04/2022,Saturday U10 Girls Division 2,Round 1,Magic U10 Girls Purple,10,DREW,Magic U10 Girls Gold,10,DREW,,FINAL,Coburg Basketball Stadium,Court 4,09:15:00,b8a62f,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,b8a62f18-eb73-491f-8e99-7da65232f4ae
30/04/2022,Saturday U12 Boys Division 1,Round 1,Magic U12 Boys Purple,26,WON,STARS U12 Boys SR,16,LOST,,FINAL,Dallas Brooks Community Primary School,Court 1,09:15:00,c8f38d,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,c8f38d3d-4a5b-4964-8ea1-a3d685419948
30/04/2022,Saturday U12 Boys Division 2,Round 1,Magic U12 Boys Gold,2,LOST,Warriors U12 Boys Black,52,WON,,FINAL,Coburg Basketball Stadium,Court 2,10:00:00,7f60d0,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,7f60d089-0a4b-429a-be01-d17c3f707e2c
30/04/2022,Saturday U12 Boys Division 3,Round 1,,,,,,,Magic U12 Boys Black,,,,,,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,
30/04/2022,Saturday U12 Boys Division 4,Round 1,Magic U12 Boys Diamond,6,LOST,Warriors U12 Boys White,33,WON,,FINAL,St John's College (Preston),Court 1,10:00:00,af4240,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,af4240cc-974a-4436-9663-073122a3688a
30/04/2022,Saturday U12 Girls Division 1/2,Round 1,Magic U12 Girls Purple,60,WON,STARS U12 Girls MJ,0,LOST,,FINAL,Coburg Basketball Stadium,Court 1,10:45:00,349fc9,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,349fc964-79d8-4619-8dd5-f8f05cda897c
30/04/2022,Saturday U12 Girls Division 3/4,Round 1,Magic U12 Girls Black,20,WON,Newlands U12 Girls CLIPPERS,0,LOST,,FINAL,,,,7bfab7,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,7bfab7d9-21fc-4bc3-846a-a670ed48675f
30/04/2022,Saturday U12 Girls Division 3/4,Round 1,Thunder U12 Girls Blue,6,WON,Magic U12 Girls Gold,4,LOST,,FINAL,Dallas Brooks Community Primary School,Court 1,10:45:00,1d0476,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,1d0476d5-2a4b-44e0-92fa-8b2af30fdc21
30/04/2022,Saturday U14 Boys Division 3,Round 1,Magic U14 Boys Black,60,WON,Warriors U14 Boys Black,29,LOST,,FINAL,Northcote High School,Court 1,10:45:00,208f9f,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,208f9ff0-7c7c-43ba-8c11-b6ffa81967b5
30/04/2022,Saturday U14 Boys Division 5,Round 1,Magic U14 Boys Gold,11,WON,Magic U14 Boys Purple,6,LOST,,FINAL,Mercy College,Court 1,12:15:00,cd6d91,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,cd6d91bb-e4dd-45b9-916a-82287a99db97
30/04/2022,Saturday U14 Girls Division 3,Round 1,Magic U14 Girls Gold,15,LOST,Magic U14 Girls Purple,19,WON,,FINAL,Oak Park Stadium,Court 1,12:15:00,8f048d,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,8f048db1-c773-4a71-b3aa-53b4b63785f5
30/04/2022,Saturday U16 Boys Division 2,Round 1,Newlands U16 Boys CITY,28,WON,Magic U16 Boys Gold,24,LOST,,FINAL,Pascoe Vale Girls College,Court 1,13:00:00,196960,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,1969607c-3a8b-4458-bece-e66683236830
30/04/2022,Saturday U16 Boys Division 3,Round 1,St Fidelis U16 Boys White,34,WON,Magic U16 Boys Purple,20,LOST,,FINAL,Coburg Basketball Stadium,Court 3,13:00:00,c029f5,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,c029f5ce-b771-4470-a488-634c63c5f579
30/04/2022,Saturday U16 Girls Division 1/2,Round 1,Magic U16 Girls Gold,29,WON,STARS U16 Girls JC,12,LOST,,FINAL,Coburg Senior High School,Court 1,13:45:00,4c09fd,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,4c09fd51-6789-4fcb-8c87-1e994b0bff30
30/04/2022,Saturday U8 Mixed Division 1/2,Round 1,St Fidelis U8 Mixed Green,10,DREW,Magic U8 Mixed Purple,10,DREW,,FINAL,Coburg Basketball Stadium,Court 2,08:30:00,f14bc0,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,f14bc0bb-0a81-4d09-a7dc-8c47baf5fa85
07/05/2022,Saturday U10 Boys Division 3,Round 2,Magic U10 Boys Gold,,,Panthers U10 Boys Black,,,,UPCOMING,Northcote High School,Court 1,08:30:00,b2a985,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,b2a98523-185f-476f-886a-a5df8b4fcbfc
07/05/2022,Saturday U10 Boys Division 3,Round 2,Magic U10 Boys Purple,,,Jets U10 Boys Yellow,,,,UPCOMING,Oak Park Stadium,Court 1,08:30:00,3c9784,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,3c9784a0-86a9-42f4-9c7f-f3de203e9ad4
07/05/2022,Saturday U10 Girls Division 2,Round 2,Melbourne Warriors u/10g,,,Magic U10 Girls Purple,,,,UPCOMING,Coburg Basketball Stadium,Court 4,09:15:00,d8e832,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,d8e832d7-0fb3-4aac-9873-d727de3420ab
07/05/2022,Saturday U10 Girls Division 2,Round 2,Jets U10 Girls Yellow,,,Magic U10 Girls Gold,,,,UPCOMING,Coburg Basketball Stadium,Court 3,09:15:00,bf2015,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,bf20152d-2afb-4870-b693-ced52895061c
07/05/2022,Saturday U12 Boys Division 1,Round 2,Jets U12 Boys Yellow,,,Magic U12 Boys Purple,,,,UPCOMING,Northcote High School,Court 1,09:15:00,92088e,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,92088e49-d796-4130-bd0b-3356b76e3919
07/05/2022,Saturday U12 Boys Division 2,Round 2,Panthers U12 Boys Green,,,Magic U12 Boys Gold,,,,UPCOMING,Dallas Brooks Community Primary School,Court 2,10:00:00,c00e72,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,c00e7238-cf11-4921-b6f5-62b088f3ad00
07/05/2022,Saturday U12 Boys Division 3,Round 2,Magic U12 Boys Black,,,St Fidelis U12 Boys Red,,,,UPCOMING,Northcote High School,Court 1,10:00:00,d32e5c,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,d32e5c65-8c5c-4d98-818d-561165323551
07/05/2022,Saturday U12 Boys Division 4,Round 2,Jets U12 Boys Blue,,,Magic U12 Boys Diamond,,,,UPCOMING,Coburg Basketball Stadium,Court 3,10:00:00,15ba76,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,15ba7674-41a1-434a-8c7f-84d78dba7611
07/05/2022,Saturday U12 Girls Division 1/2,Round 2,Newlands U12 Girls COYOTES,,,Magic U12 Girls Purple,,,,UPCOMING,Dallas Brooks Community Primary School,Court 1,10:45:00,41e09a,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,41e09a94-8fcd-45a0-8718-7b0768c6fbeb
07/05/2022,Saturday U12 Girls Division 3/4,Round 2,STARS U12 Girls U12 EW,,,Magic U12 Girls Gold,,,,UPCOMING,St John's College (Preston),Court 1,10:45:00,02a368,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,02a368e2-e34a-4456-a03b-f302fa8d4ea4
07/05/2022,Saturday U12 Girls Division 3/4,Round 2,Magic U12 Girls Black,,,Rebels U12 Girls White,,,,UPCOMING,Pascoe Vale Girls College,Court 1,10:45:00,6ca7a7,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,6ca7a7ee-85bc-46fb-8305-9c851106ba5d
07/05/2022,Saturday U14 Boys Division 3,Round 2,,,,,,,Magic U14 Boys Black,,,,,,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,
07/05/2022,Saturday U14 Boys Division 5,Round 2,Newlands U14 Boys DRAGONS,,,Magic U14 Boys Gold,,,,UPCOMING,Northcote High School,Court 1,12:15:00,ab2031,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,ab20314a-33b3-4eef-9a55-ee9517a78173
07/05/2022,Saturday U14 Boys Division 5,Round 2,Newlands U14 Boys REDBACKS,,,Magic U14 Boys Purple,,,,UPCOMING,Dallas Brooks Community Primary School,Court 2,12:15:00,133d9d,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,133d9da9-ed25-4988-ad45-dc971346aede
07/05/2022,Saturday U14 Girls Division 3,Round 2,St Fidelis U14 Girls Silver,,,Magic U14 Girls Gold,,,,UPCOMING,Northcote High School,Court 1,13:00:00,a5b08a,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,a5b08a19-b7c5-4efb-9b44-c515c4345e07
07/05/2022,Saturday U14 Girls Division 3,Round 2,Magic U14 Girls Purple,,,STARS U14 Girls Yellow,,,,UPCOMING,Coburg Basketball Stadium,Court 4,13:00:00,dd90bc,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,dd90bcb3-5b02-45f4-b899-4e23ed5dd66b
07/05/2022,Saturday U16 Boys Division 2,Round 2,Magic U16 Boys Gold,,,Piranhas U16 Boys Red,,,,UPCOMING,Dallas Brooks Community Primary School,Court 1,13:00:00,cfe0bf,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,cfe0bf72-4215-465c-a941-c7a14ca024f3
07/05/2022,Saturday U16 Boys Division 3,Round 2,St Fidelis U16 Boys Purple,,,Magic U16 Boys Purple,,,,UPCOMING,Pascoe Vale Girls College,Court 1,13:00:00,d46bce,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,d46bcea7-04f7-4595-b525-9ec6f141d76a
07/05/2022,Saturday U16 Girls Division 1/2,Round 2,,,,,,,Magic U16 Girls Gold,,,,,,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,
07/05/2022,Saturday U8 Mixed Division 1/2,Round 2,Magic U8 Mixed Purple,,,STARS U8 Mixed MK,,,,UPCOMING,St John's College (Preston),Court 1,08:30:00,32844f,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,32844f6d-ab25-4eb2-adca-6f2c7ef0a666
14/05/2022,Saturday U10 Boys Division 3,Round 3,STARS U10 Boys EW,,,Magic U10 Boys Gold,,,,UPCOMING,St John's College (Preston),Court 1,08:30:00,f04801,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,f04801f6-8877-45f1-b0ed-288a79dae931
14/05/2022,Saturday U10 Boys Division 3,Round 3,Newlands U10 Boys MINIONS,,,Magic U10 Boys Purple,,,,UPCOMING,Coburg Basketball Stadium,Court 1,09:15:00,51e080,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,51e08099-0d8d-4f8b-8a09-fdc3ee334355
14/05/2022,Saturday U10 Girls Division 2,Round 3,Magic U10 Girls Purple,,,Melbourne Warriors u/10g,,,,UPCOMING,Coburg Basketball Stadium,Court 4,09:15:00,a0549d,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,a0549de9-597f-44eb-82a9-8465342ffef7
14/05/2022,Saturday U10 Girls Division 2,Round 3,Panthers U10 Girls Green,,,Magic U10 Girls Gold,,,,UPCOMING,Mercy College,Court 1,08:30:00,a6c625,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,a6c625ec-fd4b-480c-aa33-c7262baa2a68
14/05/2022,Saturday U12 Boys Division 1,Round 3,Magic U12 Boys Purple,,,Warriors U12 Boys Red,,,,UPCOMING,Northcote High School,Court 1,09:15:00,a70b26,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,a70b26d4-ae8e-482e-b123-2e100a431416
14/05/2022,Saturday U12 Boys Division 2,Round 3,Magic U12 Boys Gold,,,Newlands U12 Boys LAKERS,,,,UPCOMING,Dallas Brooks Community Primary School,Court 2,10:00:00,8bc7dd,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,8bc7dd08-af79-47bb-9361-036d07c20f4b
14/05/2022,Saturday U12 Boys Division 3,Round 3,Panthers U12 Boys White,,,Magic U12 Boys Black,,,,UPCOMING,Mercy College,Court 1,10:00:00,0a73f0,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,0a73f0ef-016f-4e08-a1f3-0ae87adad03e
14/05/2022,Saturday U12 Boys Division 4,Round 3,Magic U12 Boys Diamond,,,Newlands U12 Boys COUGARS,,,,UPCOMING,Coburg Basketball Stadium,Court 4,10:00:00,dd89e0,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,dd89e03d-c466-4079-8628-6901d80531c6
14/05/2022,Saturday U12 Girls Division 1/2,Round 3,Magic U12 Girls Purple,,,Newlands U12 Girls HOOPS,,,,UPCOMING,Coburg Basketball Stadium,Court 3,10:45:00,52299b,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,52299b0a-7f28-4bea-9771-e78a8612c288
14/05/2022,Saturday U12 Girls Division 3/4,Round 3,Thunder U12 Girls Blue,,,Magic U12 Girls Black,,,,UPCOMING,Dallas Brooks Community Primary School,Court 1,10:45:00,4c8ccd,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,4c8ccd6b-ea76-418a-b9c5-c41a9ccfa52a
14/05/2022,Saturday U12 Girls Division 3/4,Round 3,,,,,,,Magic U12 Girls Gold,,,,,,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,
14/05/2022,Saturday U14 Boys Division 3,Round 3,Magic U14 Boys Black,,,Rebels U14 Boys White,,,,UPCOMING,Coburg Basketball Stadium,Court 2,11:30:00,6e9146,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,6e914641-d014-4a8b-806d-49b7c559a1bb
14/05/2022,Saturday U14 Boys Division 5,Round 3,Magic U14 Boys Gold,,,St Fidelis U14 Boys White,,,,UPCOMING,Pascoe Vale Girls College,Court 1,11:30:00,732362,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,7323628c-ce2f-4446-b964-44e3589715eb
14/05/2022,Saturday U14 Boys Division 5,Round 3,Magic U14 Boys Purple,,,Warriors U14 Boys White,,,,UPCOMING,Northcote High School,Court 1,12:15:00,66ec1f,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,66ec1f10-575d-4870-95f5-b7f239429183
14/05/2022,Saturday U14 Girls Division 3,Round 3,Jets U14 Girls Yellow,,,Magic U14 Girls Purple,,,,UPCOMING,Oak Park Stadium,Court 1,12:15:00,54307f,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,54307fa9-4fef-46e6-b440-d7c848a66da1
14/05/2022,Saturday U14 Girls Division 3,Round 3,Magic U14 Girls Gold,,,STARS U14 Girls Yellow,,,,UPCOMING,Dallas Brooks Community Primary School,Court 2,13:00:00,aec2f0,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,aec2f040-2ebb-4cc5-a7ea-726f363cd92e
14/05/2022,Saturday U16 Boys Division 2,Round 3,Magic U16 Boys Gold,,,Jets U16 Boys Orange,,,,UPCOMING,Coburg Basketball Stadium,Court 2,13:00:00,6699f8,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,6699f8b8-9684-4248-be8c-abafb0dc1826
14/05/2022,Saturday U16 Boys Division 3,Round 3,Magic U16 Boys Purple,,,Warriors U16 Boys White,,,,UPCOMING,Dallas Brooks Community Primary School,Court 1,14:30:00,7aca48,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,7aca489f-3f1c-44f9-a4ef-42fa798eddd3
14/05/2022,Saturday U16 Girls Division 1/2,Round 3,Jets U16 Girls Blue,,,Magic U16 Girls Gold,,,,UPCOMING,Coburg Basketball Stadium,Court 4,13:45:00,98854c,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,98854c4f-b966-441a-80be-7c80f27e6e8f
14/05/2022,Saturday U8 Mixed Division 1/2,Round 3,Newlands U8 Mixed BULLANTS,,,Magic U8 Mixed Purple,,,,UPCOMING,Coburg Basketball Stadium,Court 2,08:30:00,7ccc80,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,7ccc8070-9e8c-41da-b5ab-cf6bc2300ad8
21/05/2022,Saturday U10 Boys Division 3,Round 4,Magic U10 Boys Gold,,,Newlands U10 Boys GATORS,,,,UPCOMING,Coburg Basketball Stadium,Court 1,09:15:00,f1c76c,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,f1c76c6f-1cc4-432a-9ca4-8c3c9ba3d354
21/05/2022,Saturday U10 Boys Division 3,Round 4,Magic U10 Boys Purple,,,Newlands U10 Boys BULLS,,,,UPCOMING,Coburg Basketball Stadium,Court 2,09:15:00,ff3864,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,ff3864d2-12cb-4976-99dd-dbb778677323
21/05/2022,Saturday U10 Girls Division 2,Round 4,Magic U10 Girls Gold,,,St Fidelis U10 Girls Blue,,,,UPCOMING,Pascoe Vale Girls College,Court 1,09:15:00,f58fee,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,f58fee8b-1ba7-4c31-97ff-178a88eb0fd6
21/05/2022,Saturday U10 Girls Division 2,Round 4,,,,,,,Magic U10 Girls Purple,,,,,,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,
21/05/2022,Saturday U12 Boys Division 1,Round 4,St Fidelis U12 Boys Black,,,Magic U12 Boys Purple,,,,UPCOMING,Dallas Brooks Community Primary School,Court 1,09:15:00,ec294a,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,ec294a3d-25e4-4a5c-ade4-37ee7b48146c
21/05/2022,Saturday U12 Boys Division 2,Round 4,Rebels U12 Boys Red,,,Magic U12 Boys Gold,,,,UPCOMING,Coburg Basketball Stadium,Court 2,10:00:00,ce6ddf,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,ce6ddfa4-22e0-45aa-83f1-6505a677915e
21/05/2022,Saturday U12 Boys Division 3,Round 4,Magic U12 Boys Black,,,STARS U12 Boys CR,,,,UPCOMING,Oak Park Stadium,Court 1,10:00:00,ab1948,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,ab194880-67a0-4505-ac2e-a56234816d23
21/05/2022,Saturday U12 Boys Division 4,Round 4,Rebels U12 Boys Blue,,,Magic U12 Boys Diamond,,,,UPCOMING,Dallas Brooks Community Primary School,Court 2,10:45:00,efc52f,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,efc52f90-645b-45bd-96b0-432fdd4973d3
21/05/2022,Saturday U12 Girls Division 1/2,Round 4,Panthers U12 Girls Black,,,Magic U12 Girls Purple,,,,UPCOMING,Oak Park Stadium,Court 1,10:45:00,e796e3,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,e796e3b0-548f-44c3-8860-2614fa5d84db
21/05/2022,Saturday U12 Girls Division 3/4,Round 4,Magic U12 Girls Gold,,,St Fidelis U12 Girls Blue,,,,UPCOMING,St John's College (Preston),Court 1,10:45:00,7b8cc7,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,7b8cc781-2133-4a16-8657-2660aaa2a1f1
21/05/2022,Saturday U12 Girls Division 3/4,Round 4,Magic U12 Girls Black,,,Melbourne Warriors u/12g,,,,UPCOMING,Coburg Basketball Stadium,Court 4,10:45:00,6f759a,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,6f759a4d-5176-40d5-9be7-b9c286386935
21/05/2022,Saturday U14 Boys Division 3,Round 4,St Fidelis U14 Boys Blue,,,Magic U14 Boys Black,,,,UPCOMING,Dallas Brooks Community Primary School,Court 1,11:30:00,13995b,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,13995b94-579d-465a-96f9-d1575a1a9940
21/05/2022,Saturday U14 Boys Division 5,Round 4,Thunder U14 Boys Grey,,,Magic U14 Boys Gold,,,,UPCOMING,Coburg Basketball Stadium,Court 4,11:30:00,8d656d,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,8d656d41-797a-4d7a-977d-1906b063134a
21/05/2022,Saturday U14 Boys Division 5,Round 4,St Fidelis U14 Boys Green,,,Magic U14 Boys Purple,,,,UPCOMING,Pascoe Vale Girls College,Court 1,11:30:00,0a390f,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,0a390f4a-810c-47c4-b53c-ce9a1714daf6
21/05/2022,Saturday U14 Girls Division 3,Round 4,Magic U14 Girls Purple,,,St Fidelis U14 Girls White,,,,UPCOMING,Northcote High School,Court 1,13:00:00,50f669,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,50f6690d-31ca-48d1-aca1-d393e0dd65a2
21/05/2022,Saturday U14 Girls Division 3,Round 4,Rebels U14 Girls White,,,Magic U14 Girls Gold,,,,UPCOMING,Dallas Brooks Community Primary School,Court 2,13:00:00,ed1005,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,ed1005c8-4371-4882-9873-3531efcd0918
21/05/2022,Saturday U16 Boys Division 2,Round 4,St Fidelis U16 Boys Gold,,,Magic U16 Boys Gold,,,,UPCOMING,Coburg Senior High School,Court 1,13:00:00,dd626a,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,dd626a6d-f4c0-4f44-81cf-1514f26ac7e4
21/05/2022,Saturday U16 Boys Division 3,Round 4,St Fidelis U16 Boys White,,,Magic U16 Boys Purple,,,,UPCOMING,Mercy College,Court 1,13:00:00,6ed3f2,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,6ed3f290-b035-4e2c-9fbb-e0f4960b5c82
21/05/2022,Saturday U16 Girls Division 1/2,Round 4,Magic U16 Girls Gold,,,Warriors U16 Girls Orange,,,,UPCOMING,Coburg Basketball Stadium,Court 1,13:45:00,27a978,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,27a97808-4587-45b5-986d-bb172afbb169
21/05/2022,Saturday U8 Mixed Division 1/2,Round 4,Magic U8 Mixed Purple,,,Newlands U8 Mixed GRASSHOPPERS,,,,UPCOMING,Coburg Basketball Stadium,Court 1,08:30:00,ae2089,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,ae20891f-7800-44a2-81ae-12e06f7f0212
28/05/2022,Saturday U10 Boys Division 3,Round 5,Warriors U10 Boys Orange,,,Magic U10 Boys Gold,,,,UPCOMING,Coburg Basketball Stadium,Court 2,09:15:00,a43415,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,a43415c3-c084-449b-8826-6a79c2667ef9
